churn_status,transaction_count,transaction_change_ratio,contact_count_12_monts,churn_risk_segment
Existing Customer,70,0.628,1,Moderate Risk
Existing Customer,70,0.628,2,Moderate Risk
Attrited Customer,70,0.628,5,Moderate Risk
Existing Customer,70,0.628,3,Moderate Risk
Existing Customer,70,0.628,2,Moderate Risk
Existing Customer,70,0.628,1,Moderate Risk
Existing Customer,70,0.628,3,Moderate Risk
Existing Customer,70,0.628,1,Moderate Risk
Existing Customer,70,0.628,2,Moderate Risk
Existing Customer,70,0.628,5,Moderate Risk
Existing Customer,70,0.628,2,Moderate Risk
Existing Customer,70,0.628,4,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,2,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,2,Moderate Risk
Existing Customer,70,0.667,1,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,1,Moderate Risk
Existing Customer,70,0.667,2,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,3,Moderate Risk
Existing Customer,70,0.667,4,Moderate Risk
Existing Customer,70,0.667,4,Moderate Risk
Existing Customer,70,0.667,2,Moderate Risk
Existing Customer,70,0.667,1,Moderate Risk
Existing Customer,70,0.707,3,Moderate Risk
Existing Customer,70,0.707,4,Moderate Risk
Existing Customer,70,0.707,1,Moderate Risk
Existing Customer,70,0.707,3,Moderate Risk
Existing Customer,70,0.707,1,Moderate Risk
Existing Customer,70,0.707,2,Moderate Risk
Existing Customer,70,0.707,2,Moderate Risk
Existing Customer,70,0.707,2,Moderate Risk
Existing Customer,70,0.707,2,Moderate Risk
Existing Customer,70,0.707,2,Moderate Risk
Existing Customer,70,0.707,2,Moderate Risk
Existing Customer,70,0.707,3,Moderate Risk
Existing Customer,70,0.707,3,Moderate Risk
Existing Customer,70,0.707,1,Moderate Risk
Existing Customer,70,0.707,3,Moderate Risk
Existing Customer,70,0.707,2,Moderate Risk
Attrited Customer,70,0.707,4,Moderate Risk
Attrited Customer,70,0.707,6,Moderate Risk
Existing Customer,70,0.707,1,Moderate Risk
Attrited Customer,70,0.75,4,Moderate Risk
Existing Customer,70,0.75,4,Moderate Risk
Attrited Customer,70,0.75,2,Moderate Risk
Existing Customer,70,0.75,3,Moderate Risk
Existing Customer,70,0.75,3,Moderate Risk
Existing Customer,70,0.75,1,Moderate Risk
Existing Customer,70,0.75,1,Moderate Risk
Existing Customer,70,0.75,3,Moderate Risk
Existing Customer,70,0.75,2,Moderate Risk
Existing Customer,70,0.75,3,Moderate Risk
Existing Customer,70,0.75,2,Moderate Risk
Existing Customer,70,0.75,3,Moderate Risk
Existing Customer,70,0.75,2,Moderate Risk
Existing Customer,70,0.75,2,Moderate Risk
Existing Customer,70,0.75,0,Moderate Risk
Existing Customer,70,0.75,2,Moderate Risk
Existing Customer,70,0.75,0,Moderate Risk
Existing Customer,70,0.75,4,Moderate Risk
Existing Customer,70,0.75,1,Moderate Risk
Existing Customer,70,0.75,2,Moderate Risk
Existing Customer,70,0.75,1,Moderate Risk
Existing Customer,70,0.795,3,Moderate Risk
Existing Customer,70,0.795,1,Moderate Risk
Existing Customer,70,0.795,2,Moderate Risk
Existing Customer,70,0.795,4,Moderate Risk
Existing Customer,70,0.795,2,Moderate Risk
Existing Customer,70,0.795,2,Moderate Risk
Existing Customer,70,0.795,1,Moderate Risk
Existing Customer,70,0.795,2,Moderate Risk
Existing Customer,70,0.795,4,Moderate Risk
Existing Customer,70,0.795,2,Moderate Risk
Existing Customer,70,0.795,1,Moderate Risk
Existing Customer,70,0.795,1,Moderate Risk
Existing Customer,70,0.795,3,Moderate Risk
Existing Customer,70,0.795,3,Moderate Risk
Attrited Customer,70,0.795,4,Moderate Risk
Existing Customer,70,0.795,1,Moderate Risk
Existing Customer,70,0.795,2,Moderate Risk
Existing Customer,70,0.842,4,Moderate Risk
Existing Customer,70,0.842,4,Moderate Risk
Existing Customer,70,0.842,2,Moderate Risk
Existing Customer,70,0.842,3,Moderate Risk
Existing Customer,70,0.842,2,Moderate Risk
Existing Customer,70,0.842,4,Moderate Risk
Existing Customer,70,0.842,3,Moderate Risk
Existing Customer,70,0.842,4,Moderate Risk
Existing Customer,70,0.892,3,Moderate Risk
Existing Customer,70,0.892,0,Moderate Risk
Existing Customer,70,0.892,2,Moderate Risk
Existing Customer,70,0.892,2,Moderate Risk
Existing Customer,70,0.892,2,Moderate Risk
Attrited Customer,70,0.892,2,Moderate Risk
Existing Customer,70,0.892,1,Moderate Risk
Existing Customer,70,0.892,2,Moderate Risk
Existing Customer,70,0.944,2,Moderate Risk
Attrited Customer,70,0.944,3,Moderate Risk
Existing Customer,70,0.944,3,Moderate Risk
Existing Customer,70,0.944,2,Moderate Risk
Existing Customer,70,0.944,1,Moderate Risk
Existing Customer,70,1,3,Moderate Risk
Existing Customer,70,1,3,Moderate Risk
Existing Customer,70,1,2,Moderate Risk
Existing Customer,70,1,2,Moderate Risk
Existing Customer,70,1,2,Moderate Risk
Existing Customer,70,1,3,Moderate Risk
Existing Customer,70,1,1,Moderate Risk
Existing Customer,70,1.059,2,Moderate Risk
Attrited Customer,70,1.059,4,Moderate Risk
Existing Customer,70,1.059,4,Moderate Risk
Existing Customer,70,1.121,2,Moderate Risk
Existing Customer,70,1.188,1,Moderate Risk
Existing Customer,70,1.188,2,Moderate Risk
Existing Customer,70,1.188,2,Moderate Risk
Existing Customer,70,1.258,2,Moderate Risk
Existing Customer,70,1.258,1,Moderate Risk
Existing Customer,70,1.333,1,Moderate Risk
Existing Customer,71,0.449,2,Moderate Risk
Existing Customer,71,0.449,4,Moderate Risk
Existing Customer,71,0.479,4,Moderate Risk
Existing Customer,71,0.479,3,Moderate Risk
Existing Customer,71,0.479,3,Moderate Risk
Existing Customer,71,0.479,2,Moderate Risk
Existing Customer,71,0.511,2,Moderate Risk
Existing Customer,71,0.511,1,Moderate Risk
Existing Customer,71,0.511,3,Moderate Risk
Existing Customer,71,0.511,2,Moderate Risk
Existing Customer,71,0.511,1,Moderate Risk
Existing Customer,71,0.511,2,Moderate Risk
Existing Customer,71,0.511,3,Moderate Risk
Existing Customer,71,0.511,2,Moderate Risk
Existing Customer,71,0.543,1,Moderate Risk
Existing Customer,71,0.543,3,Moderate Risk
Existing Customer,71,0.543,4,Moderate Risk
Existing Customer,71,0.543,4,Moderate Risk
Existing Customer,71,0.543,2,Moderate Risk
Existing Customer,71,0.543,3,Moderate Risk
Existing Customer,71,0.543,3,Moderate Risk
Existing Customer,71,0.543,1,Moderate Risk
Existing Customer,71,0.543,3,Moderate Risk
Existing Customer,71,0.543,2,Moderate Risk
Existing Customer,71,0.543,3,Moderate Risk
Existing Customer,71,0.578,4,Moderate Risk
Existing Customer,71,0.578,2,Moderate Risk
Existing Customer,71,0.578,2,Moderate Risk
Existing Customer,71,0.578,3,Moderate Risk
Existing Customer,71,0.578,3,Moderate Risk
Existing Customer,71,0.578,2,Moderate Risk
Existing Customer,71,0.578,4,Moderate Risk
Existing Customer,71,0.578,3,Moderate Risk
Existing Customer,71,0.578,2,Moderate Risk
Existing Customer,71,0.578,3,Moderate Risk
Existing Customer,71,0.578,0,Moderate Risk
Existing Customer,71,0.578,4,Moderate Risk
Existing Customer,71,0.578,3,Moderate Risk
Existing Customer,71,0.578,4,Moderate Risk
Existing Customer,71,0.578,2,Moderate Risk
Existing Customer,71,0.614,4,Moderate Risk
Existing Customer,71,0.614,3,Moderate Risk
Existing Customer,71,0.614,1,Moderate Risk
Existing Customer,71,0.614,1,Moderate Risk
Existing Customer,71,0.614,0,Moderate Risk
Existing Customer,71,0.614,2,Moderate Risk
Existing Customer,71,0.614,4,Moderate Risk
Existing Customer,71,0.614,4,Moderate Risk
Existing Customer,71,0.614,4,Moderate Risk
Existing Customer,71,0.614,1,Moderate Risk
Existing Customer,71,0.614,2,Moderate Risk
Existing Customer,71,0.614,1,Moderate Risk
Existing Customer,71,0.614,1,Moderate Risk
Existing Customer,71,0.614,2,Moderate Risk
Existing Customer,71,0.614,2,Moderate Risk
Existing Customer,71,0.614,0,Moderate Risk
Existing Customer,71,0.614,1,Moderate Risk
Existing Customer,71,0.614,3,Moderate Risk
Existing Customer,71,0.614,2,Moderate Risk
Existing Customer,71,0.614,2,Moderate Risk
Existing Customer,71,0.614,2,Moderate Risk
Existing Customer,71,0.651,1,Moderate Risk
Existing Customer,71,0.651,2,Moderate Risk
Existing Customer,71,0.651,3,Moderate Risk
Existing Customer,71,0.651,0,Moderate Risk
Existing Customer,71,0.651,2,Moderate Risk
Existing Customer,71,0.651,3,Moderate Risk
Existing Customer,71,0.651,3,Moderate Risk
Existing Customer,71,0.651,4,Moderate Risk
Existing Customer,71,0.651,2,Moderate Risk
Existing Customer,71,0.651,0,Moderate Risk
Existing Customer,71,0.651,1,Moderate Risk
Existing Customer,71,0.651,1,Moderate Risk
Existing Customer,71,0.651,2,Moderate Risk
Existing Customer,71,0.651,3,Moderate Risk
Existing Customer,71,0.651,1,Moderate Risk
Existing Customer,71,0.651,3,Moderate Risk
Existing Customer,71,0.651,3,Moderate Risk
Attrited Customer,71,0.651,3,Moderate Risk
Existing Customer,71,0.651,3,Moderate Risk
Existing Customer,71,0.69,3,Moderate Risk
Existing Customer,71,0.69,4,Moderate Risk
Attrited Customer,71,0.69,3,Moderate Risk
Attrited Customer,71,0.69,3,Moderate Risk
Attrited Customer,71,0.69,4,Moderate Risk
Existing Customer,71,0.69,3,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,4,Moderate Risk
Existing Customer,71,0.69,3,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,4,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,1,Moderate Risk
Existing Customer,71,0.69,1,Moderate Risk
Existing Customer,71,0.69,1,Moderate Risk
Existing Customer,71,0.69,3,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.69,2,Moderate Risk
Existing Customer,71,0.732,2,Moderate Risk
Existing Customer,71,0.732,5,Moderate Risk
Existing Customer,71,0.732,1,Moderate Risk
Existing Customer,71,0.732,3,Moderate Risk
Existing Customer,71,0.732,0,Moderate Risk
Existing Customer,71,0.732,2,Moderate Risk
Existing Customer,71,0.732,3,Moderate Risk
Existing Customer,71,0.732,1,Moderate Risk
Existing Customer,71,0.732,1,Moderate Risk
Existing Customer,71,0.732,2,Moderate Risk
Existing Customer,71,0.732,3,Moderate Risk
Existing Customer,71,0.732,2,Moderate Risk
Attrited Customer,71,0.732,3,Moderate Risk
Attrited Customer,71,0.732,3,Moderate Risk
Existing Customer,71,0.732,3,Moderate Risk
Existing Customer,71,0.775,3,Moderate Risk
Attrited Customer,71,0.775,2,Moderate Risk
Attrited Customer,71,0.775,3,Moderate Risk
Existing Customer,71,0.775,3,Moderate Risk
Existing Customer,71,0.775,2,Moderate Risk
Existing Customer,71,0.775,1,Moderate Risk
Existing Customer,71,0.775,2,Moderate Risk
Existing Customer,71,0.775,2,Moderate Risk
Existing Customer,71,0.775,4,Moderate Risk
Existing Customer,71,0.775,3,Moderate Risk
Existing Customer,71,0.775,3,Moderate Risk
Existing Customer,71,0.775,4,Moderate Risk
Existing Customer,71,0.775,2,Moderate Risk
Existing Customer,71,0.775,2,Moderate Risk
Existing Customer,71,0.775,2,Moderate Risk
Existing Customer,71,0.821,3,Moderate Risk
Existing Customer,71,0.821,3,Moderate Risk
Existing Customer,71,0.821,2,Moderate Risk
Existing Customer,71,0.821,3,Moderate Risk
Existing Customer,71,0.821,0,Moderate Risk
Existing Customer,71,0.821,1,Moderate Risk
Existing Customer,71,0.821,4,Moderate Risk
Existing Customer,71,0.821,4,Moderate Risk
Existing Customer,71,0.821,3,Moderate Risk
Existing Customer,71,0.821,1,Moderate Risk
Existing Customer,71,0.821,2,Moderate Risk
Existing Customer,71,0.821,4,Moderate Risk
Existing Customer,71,0.821,4,Moderate Risk
Existing Customer,71,0.821,2,Moderate Risk
Existing Customer,71,0.821,1,Moderate Risk
Existing Customer,71,0.821,2,Moderate Risk
Attrited Customer,71,0.821,2,Moderate Risk
Attrited Customer,71,0.821,3,Moderate Risk
Attrited Customer,71,0.821,6,Moderate Risk
Attrited Customer,71,0.868,3,Moderate Risk
Existing Customer,71,0.868,1,Moderate Risk
Existing Customer,71,0.868,4,Moderate Risk
Existing Customer,71,0.868,3,Moderate Risk
Existing Customer,71,0.868,3,Moderate Risk
Existing Customer,71,0.868,3,Moderate Risk
Existing Customer,71,0.868,3,Moderate Risk
Existing Customer,71,0.868,2,Moderate Risk
Existing Customer,71,0.868,2,Moderate Risk
Existing Customer,71,0.868,2,Moderate Risk
Existing Customer,71,0.868,3,Moderate Risk
Existing Customer,71,0.868,3,Moderate Risk
Existing Customer,71,0.868,2,Moderate Risk
Existing Customer,71,0.919,1,Moderate Risk
Existing Customer,71,0.919,3,Moderate Risk
Existing Customer,71,0.919,3,Moderate Risk
Existing Customer,71,0.919,2,Moderate Risk
Existing Customer,71,0.919,3,Moderate Risk
Existing Customer,71,0.919,3,Moderate Risk
Existing Customer,71,0.919,2,Moderate Risk
Existing Customer,71,0.919,3,Moderate Risk
Existing Customer,71,0.919,3,Moderate Risk
Existing Customer,71,0.919,3,Moderate Risk
Existing Customer,71,0.919,0,Moderate Risk
Existing Customer,71,0.919,2,Moderate Risk
Existing Customer,71,0.972,3,Moderate Risk
Existing Customer,71,0.972,3,Moderate Risk
Existing Customer,71,0.972,1,Moderate Risk
Existing Customer,71,0.972,1,Moderate Risk
Existing Customer,71,0.972,2,Moderate Risk
Existing Customer,71,0.972,2,Moderate Risk
Existing Customer,71,0.972,2,Moderate Risk
Existing Customer,71,0.972,3,Moderate Risk
Existing Customer,71,0.972,2,Moderate Risk
Existing Customer,71,0.972,4,Moderate Risk
Existing Customer,71,0.972,2,Moderate Risk
Existing Customer,71,0.972,1,Moderate Risk
Existing Customer,71,1.029,2,Moderate Risk
Existing Customer,71,1.029,3,Moderate Risk
Existing Customer,71,1.029,2,Moderate Risk
Existing Customer,71,1.029,2,Moderate Risk
Existing Customer,71,1.088,3,Moderate Risk
Existing Customer,71,1.088,3,Moderate Risk
Existing Customer,71,1.088,2,Moderate Risk
Existing Customer,71,1.088,4,Moderate Risk
Existing Customer,71,1.088,0,Moderate Risk
Existing Customer,71,1.152,1,Moderate Risk
Existing Customer,71,1.152,3,Moderate Risk
Attrited Customer,71,1.152,2,Moderate Risk
Existing Customer,71,1.219,3,Moderate Risk
Existing Customer,71,1.29,4,Moderate Risk
Existing Customer,71,1.367,3,Moderate Risk
Existing Customer,72,0.44,4,Moderate Risk
Existing Customer,72,0.5,2,Moderate Risk
Existing Customer,72,0.5,3,Moderate Risk
Existing Customer,72,0.5,3,Moderate Risk
Existing Customer,72,0.5,2,Moderate Risk
Existing Customer,72,0.5,3,Moderate Risk
Existing Customer,72,0.5,4,Moderate Risk
Existing Customer,72,0.5,2,Moderate Risk
Existing Customer,72,0.5,4,Moderate Risk
Existing Customer,72,0.532,4,Moderate Risk
Existing Customer,72,0.532,4,Moderate Risk
Existing Customer,72,0.532,4,Moderate Risk
Existing Customer,72,0.532,0,Moderate Risk
Existing Customer,72,0.532,2,Moderate Risk
Existing Customer,72,0.532,4,Moderate Risk
Existing Customer,72,0.532,1,Moderate Risk
Existing Customer,72,0.532,0,Moderate Risk
Existing Customer,72,0.565,2,Moderate Risk
Existing Customer,72,0.565,4,Moderate Risk
Existing Customer,72,0.565,2,Moderate Risk
Existing Customer,72,0.565,4,Moderate Risk
Existing Customer,72,0.565,3,Moderate Risk
Existing Customer,72,0.565,1,Moderate Risk
Existing Customer,72,0.565,3,Moderate Risk
Existing Customer,72,0.565,3,Moderate Risk
Existing Customer,72,0.6,4,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,1,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,2,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,1,Moderate Risk
Existing Customer,72,0.6,3,Moderate Risk
Existing Customer,72,0.6,1,Moderate Risk
Existing Customer,72,0.6,2,Moderate Risk
Existing Customer,72,0.6,2,Moderate Risk
Existing Customer,72,0.6,2,Moderate Risk
Existing Customer,72,0.6,0,Moderate Risk
Existing Customer,72,0.636,2,Moderate Risk
Existing Customer,72,0.636,2,Moderate Risk
Existing Customer,72,0.636,4,Moderate Risk
Existing Customer,72,0.636,4,Moderate Risk
Existing Customer,72,0.636,1,Moderate Risk
Existing Customer,72,0.636,3,Moderate Risk
Existing Customer,72,0.636,2,Moderate Risk
Existing Customer,72,0.636,3,Moderate Risk
Existing Customer,72,0.636,1,Moderate Risk
Existing Customer,72,0.636,2,Moderate Risk
Existing Customer,72,0.636,3,Moderate Risk
Existing Customer,72,0.636,1,Moderate Risk
Existing Customer,72,0.636,1,Moderate Risk
Existing Customer,72,0.636,3,Moderate Risk
Existing Customer,72,0.636,1,Moderate Risk
Existing Customer,72,0.674,3,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.674,3,Moderate Risk
Existing Customer,72,0.674,2,Moderate Risk
Attrited Customer,72,0.674,1,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.674,2,Moderate Risk
Existing Customer,72,0.674,2,Moderate Risk
Existing Customer,72,0.674,3,Moderate Risk
Existing Customer,72,0.674,3,Moderate Risk
Existing Customer,72,0.674,3,Moderate Risk
Existing Customer,72,0.674,0,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.674,3,Moderate Risk
Existing Customer,72,0.674,2,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.674,4,Moderate Risk
Existing Customer,72,0.714,3,Moderate Risk
Existing Customer,72,0.714,1,Moderate Risk
Existing Customer,72,0.714,4,Moderate Risk
Existing Customer,72,0.714,2,Moderate Risk
Existing Customer,72,0.714,3,Moderate Risk
Existing Customer,72,0.714,0,Moderate Risk
Existing Customer,72,0.714,4,Moderate Risk
Existing Customer,72,0.714,3,Moderate Risk
Existing Customer,72,0.714,2,Moderate Risk
Existing Customer,72,0.714,3,Moderate Risk
Existing Customer,72,0.714,3,Moderate Risk
Existing Customer,72,0.714,2,Moderate Risk
Existing Customer,72,0.714,1,Moderate Risk
Existing Customer,72,0.714,3,Moderate Risk
Existing Customer,72,0.714,1,Moderate Risk
Attrited Customer,72,0.714,3,Moderate Risk
Existing Customer,72,0.714,1,Moderate Risk
Existing Customer,72,0.714,2,Moderate Risk
Existing Customer,72,0.714,2,Moderate Risk
Existing Customer,72,0.756,1,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,1,Moderate Risk
Existing Customer,72,0.756,4,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,2,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,0,Moderate Risk
Existing Customer,72,0.756,2,Moderate Risk
Existing Customer,72,0.756,2,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,4,Moderate Risk
Existing Customer,72,0.756,1,Moderate Risk
Existing Customer,72,0.756,4,Moderate Risk
Existing Customer,72,0.756,4,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,2,Moderate Risk
Existing Customer,72,0.756,2,Moderate Risk
Existing Customer,72,0.756,3,Moderate Risk
Existing Customer,72,0.756,2,Moderate Risk
Existing Customer,72,0.756,2,Moderate Risk
Existing Customer,72,0.8,3,Moderate Risk
Existing Customer,72,0.8,3,Moderate Risk
Existing Customer,72,0.8,2,Moderate Risk
Existing Customer,72,0.8,2,Moderate Risk
Existing Customer,72,0.8,3,Moderate Risk
Existing Customer,72,0.8,1,Moderate Risk
Existing Customer,72,0.8,2,Moderate Risk
Existing Customer,72,0.8,2,Moderate Risk
Existing Customer,72,0.8,4,Moderate Risk
Existing Customer,72,0.846,3,Moderate Risk
Existing Customer,72,0.846,2,Moderate Risk
Existing Customer,72,0.846,1,Moderate Risk
Existing Customer,72,0.846,2,Moderate Risk
Attrited Customer,72,0.846,3,Moderate Risk
Existing Customer,72,0.895,3,Moderate Risk
Attrited Customer,72,0.895,2,Moderate Risk
Existing Customer,72,0.895,2,Moderate Risk
Existing Customer,72,0.895,2,Moderate Risk
Existing Customer,72,0.895,2,Moderate Risk
Existing Customer,72,0.895,2,Moderate Risk
Existing Customer,72,0.895,3,Moderate Risk
Existing Customer,72,0.895,2,Moderate Risk
Existing Customer,72,0.895,3,Moderate Risk
Existing Customer,72,0.946,2,Moderate Risk
Existing Customer,72,0.946,1,Moderate Risk
Existing Customer,72,0.946,3,Moderate Risk
Existing Customer,72,0.946,2,Moderate Risk
Existing Customer,72,0.946,0,Moderate Risk
Existing Customer,72,0.946,3,Moderate Risk
Existing Customer,72,0.946,0,Moderate Risk
Existing Customer,72,0.946,3,Moderate Risk
Attrited Customer,72,0.946,4,Moderate Risk
Existing Customer,72,0.946,3,Moderate Risk
Existing Customer,72,1,3,Moderate Risk
Attrited Customer,72,1,3,Moderate Risk
Existing Customer,72,1,0,Moderate Risk
Existing Customer,72,1,4,Moderate Risk
Existing Customer,72,1,0,Moderate Risk
Existing Customer,72,1,1,Moderate Risk
Existing Customer,72,1,2,Moderate Risk
Existing Customer,72,1,2,Moderate Risk
Existing Customer,72,1,4,Moderate Risk
Existing Customer,72,1.057,4,Moderate Risk
Existing Customer,72,1.118,3,Moderate Risk
Existing Customer,72,1.118,1,Moderate Risk
Existing Customer,72,1.118,1,Moderate Risk
Existing Customer,72,1.323,2,Moderate Risk
Existing Customer,72,1.323,3,Moderate Risk
Existing Customer,73,0.327,3,Moderate Risk
Existing Customer,73,0.431,4,Moderate Risk
Existing Customer,73,0.46,2,Moderate Risk
Existing Customer,73,0.46,4,Moderate Risk
Existing Customer,73,0.49,3,Moderate Risk
Existing Customer,73,0.521,2,Moderate Risk
Existing Customer,73,0.521,2,Moderate Risk
Existing Customer,73,0.521,1,Moderate Risk
Existing Customer,73,0.521,1,Moderate Risk
Existing Customer,73,0.521,2,Moderate Risk
Existing Customer,73,0.521,2,Moderate Risk
Existing Customer,73,0.553,5,Moderate Risk
Existing Customer,73,0.553,3,Moderate Risk
Existing Customer,73,0.553,3,Moderate Risk
Existing Customer,73,0.553,1,Moderate Risk
Existing Customer,73,0.553,2,Moderate Risk
Existing Customer,73,0.553,3,Moderate Risk
Existing Customer,73,0.553,3,Moderate Risk
Existing Customer,73,0.553,1,Moderate Risk
Existing Customer,73,0.553,2,Moderate Risk
Existing Customer,73,0.553,0,Moderate Risk
Existing Customer,73,0.553,1,Moderate Risk
Existing Customer,73,0.553,1,Moderate Risk
Existing Customer,73,0.587,3,Moderate Risk
Existing Customer,73,0.587,4,Moderate Risk
Existing Customer,73,0.587,1,Moderate Risk
Existing Customer,73,0.587,4,Moderate Risk
Existing Customer,73,0.587,3,Moderate Risk
Existing Customer,73,0.587,3,Moderate Risk
Existing Customer,73,0.587,5,Moderate Risk
Existing Customer,73,0.587,3,Moderate Risk
Existing Customer,73,0.587,3,Moderate Risk
Existing Customer,73,0.587,2,Moderate Risk
Existing Customer,73,0.587,3,Moderate Risk
Existing Customer,73,0.587,1,Moderate Risk
Existing Customer,73,0.587,1,Moderate Risk
Existing Customer,73,0.587,1,Moderate Risk
Existing Customer,73,0.622,1,Moderate Risk
Existing Customer,73,0.622,3,Moderate Risk
Existing Customer,73,0.622,2,Moderate Risk
Existing Customer,73,0.622,0,Moderate Risk
Existing Customer,73,0.622,4,Moderate Risk
Existing Customer,73,0.622,3,Moderate Risk
Existing Customer,73,0.622,1,Moderate Risk
Existing Customer,73,0.622,1,Moderate Risk
Existing Customer,73,0.622,1,Moderate Risk
Existing Customer,73,0.622,4,Moderate Risk
Existing Customer,73,0.622,4,Moderate Risk
Existing Customer,73,0.622,0,Moderate Risk
Existing Customer,73,0.622,2,Moderate Risk
Existing Customer,73,0.622,2,Moderate Risk
Existing Customer,73,0.622,4,Moderate Risk
Existing Customer,73,0.622,4,Moderate Risk
Attrited Customer,73,0.622,4,Moderate Risk
Existing Customer,73,0.622,2,Moderate Risk
Existing Customer,73,0.622,1,Moderate Risk
Existing Customer,73,0.622,2,Moderate Risk
Existing Customer,73,0.622,2,Moderate Risk
Existing Customer,73,0.659,5,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,0,Moderate Risk
Existing Customer,73,0.659,4,Moderate Risk
Existing Customer,73,0.659,4,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,4,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,1,Moderate Risk
Existing Customer,73,0.659,3,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,3,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,3,Moderate Risk
Existing Customer,73,0.659,3,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,2,Moderate Risk
Existing Customer,73,0.659,3,Moderate Risk
Existing Customer,73,0.698,2,Moderate Risk
Existing Customer,73,0.698,3,Moderate Risk
Existing Customer,73,0.698,2,Moderate Risk
Existing Customer,73,0.698,2,Moderate Risk
Existing Customer,73,0.698,1,Moderate Risk
Existing Customer,73,0.698,2,Moderate Risk
Existing Customer,73,0.698,3,Moderate Risk
Existing Customer,73,0.698,2,Moderate Risk
Existing Customer,73,0.698,3,Moderate Risk
Existing Customer,73,0.698,1,Moderate Risk
Existing Customer,73,0.698,3,Moderate Risk
Existing Customer,73,0.698,2,Moderate Risk
Existing Customer,73,0.698,1,Moderate Risk
Existing Customer,73,0.698,3,Moderate Risk
Existing Customer,73,0.698,1,Moderate Risk
Attrited Customer,73,0.698,3,Moderate Risk
Existing Customer,73,0.698,5,Moderate Risk
Existing Customer,73,0.738,4,Moderate Risk
Existing Customer,73,0.738,5,Moderate Risk
Existing Customer,73,0.738,1,Moderate Risk
Existing Customer,73,0.738,2,Moderate Risk
Existing Customer,73,0.738,3,Moderate Risk
Existing Customer,73,0.738,3,Moderate Risk
Existing Customer,73,0.738,1,Moderate Risk
Existing Customer,73,0.738,0,Moderate Risk
Existing Customer,73,0.738,2,Moderate Risk
Existing Customer,73,0.738,2,Moderate Risk
Existing Customer,73,0.738,4,Moderate Risk
Existing Customer,73,0.738,3,Moderate Risk
Existing Customer,73,0.738,2,Moderate Risk
Existing Customer,73,0.738,3,Moderate Risk
